,f0,fname,folder,len,pitch_mod,sentence,voice
231,143.0,Joanna/5_143.mp3,Joanna,14.83201814058957,0.4736842105263155,5.0,Joanna_143
232,145.0,Joanna/5_145.mp3,Joanna,14.83201814058957,0.7894736842105261,5.0,Joanna_145
233,148.0,Joanna/5_148.mp3,Joanna,14.83201814058957,1.1052631578947363,5.0,Joanna_148
234,149.0,Joanna/5_149.mp3,Joanna,14.83201814058957,1.421052631578947,5.0,Joanna_149
235,152.0,Joanna/5_152.mp3,Joanna,14.83201814058957,1.7368421052631575,5.0,Joanna_152
236,152.0,Joanna/5_152.mp3,Joanna,14.83201814058957,2.052631578947368,5.0,Joanna_152
237,155.0,Joanna/5_155.mp3,Joanna,14.83201814058957,2.3684210526315788,5.0,Joanna_155
238,156.0,Joanna/5_156.mp3,Joanna,14.83201814058957,2.6842105263157894,5.0,Joanna_156
239,159.0,Joanna/5_159.mp3,Joanna,14.83201814058957,3.0,5.0,Joanna_159
240,137.0,Kimberly/0_137.mp3,Kimberly,14.11201814058957,-3.0,0.0,Kimberly_137
241,138.0,Kimberly/0_138.mp3,Kimberly,14.11201814058957,-2.6842105263157894,0.0,Kimberly_138
242,140.0,Kimberly/0_140.mp3,Kimberly,14.11201814058957,-2.3684210526315788,0.0,Kimberly_140
243,144.0,Kimberly/0_144.mp3,Kimberly,14.11201814058957,-2.0526315789473686,0.0,Kimberly_144
244,146.0,Kimberly/0_146.mp3,Kimberly,14.11201814058957,-1.736842105263158,0.0,Kimberly_146
245,148.0,Kimberly/0_148.mp3,Kimberly,14.11201814058957,-1.4210526315789473,0.0,Kimberly_148
246,150.0,Kimberly/0_150.mp3,Kimberly,14.11201814058957,-1.105263157894737,0.0,Kimberly_150
247,151.0,Kimberly/0_151.mp3,Kimberly,14.11201814058957,-0.7894736842105265,0.0,Kimberly_151
248,154.0,Kimberly/0_154.mp3,Kimberly,14.11201814058957,-0.47368421052631593,0.0,Kimberly_154
249,157.0,Kimberly/0_157.mp3,Kimberly,14.11201814058957,-0.1578947368421053,0.0,Kimberly_157
250,159.0,Kimberly/0_159.mp3,Kimberly,14.11201814058957,0.1578947368421053,0.0,Kimberly_159
251,159.0,Kimberly/0_159.mp3,Kimberly,14.11201814058957,0.4736842105263155,0.0,Kimberly_159
252,162.0,Kimberly/0_162.mp3,Kimberly,14.11201814058957,0.7894736842105261,0.0,Kimberly_162
253,164.0,Kimberly/0_164.mp3,Kimberly,14.11201814058957,1.1052631578947363,0.0,Kimberly_164
254,165.0,Kimberly/0_165.mp3,Kimberly,14.11201814058957,1.421052631578947,0.0,Kimberly_165
255,166.0,Kimberly/0_166.mp3,Kimberly,14.11201814058957,1.7368421052631575,0.0,Kimberly_166
256,166.0,Kimberly/0_166.mp3,Kimberly,14.11201814058957,2.052631578947368,0.0,Kimberly_166
257,167.0,Kimberly/0_167.mp3,Kimberly,14.11201814058957,2.3684210526315788,0.0,Kimberly_167
258,168.0,Kimberly/0_168.mp3,Kimberly,14.11201814058957,2.6842105263157894,0.0,Kimberly_168
259,166.0,Kimberly/0_166.mp3,Kimberly,14.11201814058957,3.0,0.0,Kimberly_166
260,135.0,Kimberly/1_135.mp3,Kimberly,13.704036281179139,-3.0,1.0,Kimberly_135
261,135.0,Kimberly/1_135.mp3,Kimberly,13.704036281179139,-2.6842105263157894,1.0,Kimberly_135
262,138.0,Kimberly/1_138.mp3,Kimberly,13.704036281179139,-2.3684210526315788,1.0,Kimberly_138
263,142.0,Kimberly/1_142.mp3,Kimberly,13.704036281179139,-2.0526315789473686,1.0,Kimberly_142
264,145.0,Kimberly/1_145.mp3,Kimberly,13.704036281179139,-1.736842105263158,1.0,Kimberly_145
265,146.0,Kimberly/1_146.mp3,Kimberly,13.704036281179139,-1.4210526315789473,1.0,Kimberly_146
266,150.0,Kimberly/1_150.mp3,Kimberly,13.704036281179139,-1.105263157894737,1.0,Kimberly_150
267,151.0,Kimberly/1_151.mp3,Kimberly,13.704036281179139,-0.7894736842105265,1.0,Kimberly_151
268,151.0,Kimberly/1_151.mp3,Kimberly,13.704036281179139,-0.47368421052631593,1.0,Kimberly_151
269,152.0,Kimberly/1_152.mp3,Kimberly,13.704036281179139,-0.1578947368421053,1.0,Kimberly_152
270,156.0,Kimberly/1_156.mp3,Kimberly,13.704036281179139,0.1578947368421053,1.0,Kimberly_156
271,158.0,Kimberly/1_158.mp3,Kimberly,13.704036281179139,0.4736842105263155,1.0,Kimberly_158
272,160.0,Kimberly/1_160.mp3,Kimberly,13.704036281179139,0.7894736842105261,1.0,Kimberly_160
273,164.0,Kimberly/1_164.mp3,Kimberly,13.704036281179139,1.1052631578947363,1.0,Kimberly_164
274,164.0,Kimberly/1_164.mp3,Kimberly,13.704036281179139,1.421052631578947,1.0,Kimberly_164
275,163.0,Kimberly/1_163.mp3,Kimberly,13.704036281179139,1.7368421052631575,1.0,Kimberly_163
276,167.0,Kimberly/1_167.mp3,Kimberly,13.704036281179139,2.052631578947368,1.0,Kimberly_167
